LneaDw26bFvwR9MSGUFzCNBEu-3vlO52N93p9T4CRcM,1,FrostByteRaines,,No long paragraph just check out my song called &quot;Fire&quot;.
z12yvpqranrjy3gzk04cf1qbrxrpiforz34,1,Amy Eller,,Check out this video on YouTube:﻿
z13fsfeyruulsxerl04ch1aatpbhv31z32c,1,James Lim,,"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿"
z13xx5w52svttd3lt23kijvwqtvph5m3l,0,sparkle princess,2015-05-26T07:39:34.920000,"do you guys know, there&#39;s a part two of this song! :D﻿"
LneaDw26bFuYk-CX66ilV73gcn_vYn4Ixf3g9hRr-QA,1,Joseph Jackson,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel"
z132sv2requjwv5rt04chf5hvqmlx3taayw0k,0,来安 Rai An Tatsumi,2015-05-26T05:53:58.715000,"Hey, it&#39;s Charlie from Lost﻿"
LneaDw26bFun23MY7WyKqy2ranhq31GL0qSYL-0X9Xg,1,Joseph Jackson,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality"
z13owrjplrmwwf21b22qzbbjlx3etfoha04,1,Chutipha Wongsaroj,,Check out this video on YouTube:﻿
z121i1eqppzph3eod04cixfgwknydnfzq3k,0,railn j sander,2015-05-26T05:32:15.041000,"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿"
LneaDw26bFvtmJorLbUQjuqmpL7TdjOKPGJT_DGUUJ4,1,louis canellony,,watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!
z13ye1jj0nmftp3bm04cetp5krufcxpyyg4,0,Ellen Hamilton,2015-05-26T03:40:15.595000,"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿"
z13ptzarkk3efzkwc04cij4pdva4yhqzlq40k,0,D Maw,2015-05-26T03:14:40.856000,5 years and i still dont get the music video help someone?﻿
LneaDw26bFs1RtSwnOjwqXJGQrskf-Ocb9xxtCuif98,1,AD OSG,,Please check out my New Song (Music Video) AD - Don&#39;t Play
LneaDw26bFsTytWDcS_4DFWlbxAlCfw2c_9PIcArNdw,1,chantel toledo,,Tell us the title so i can like and subscribe your music fgw please
z12jzbkwfyuzdr1gg04cgzjqdpfgtnm5l04,0,Chris4chan,2015-05-26T02:55:34.984000,This video is kinda close to 1 million  views <br />﻿
z12uzrtwrxnfxrh3h22bzbuhekqzzp4mh,0,Großdeutsches Reich,2015-05-26T02:31:49.765000,Fuck you Eminem﻿
LneaDw26bFtQ_DKei9k8hUUWHEzYNvZwn-q5QT2FCVU,1,Derek Moya,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The metal drews the reflective effect. Why does the expansion intervene the hilarious bit? The sneeze witnesss the smoke."
LneaDw26bFsruAgOVpmqyunZmTUad56RMEd1CFlt2uY,1,Derek Moya,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the innocent woman prioritize the desire? The flight searchs the sad polish. When does the tax zip the omniscient record?"
z12xirno0xvlwfz0o22rexjrlyuzyjttn,0,KING CAPP,2015-05-26T02:31:39.111000,2008-2010 were the years for pop﻿
z13uutbriumnuj3rq04ccbvqlwjuj1srhyk0k,0,Warcorpse666,2015-05-26T02:27:43.254000,sorry but eminmem is a worthless wife beating bastard﻿
LneaDw26bFt_sZxaSVD4YYGDWlCcEfLjcNyYrRWcSrg,1,Eminem King of Rap !,,  Eminem is the king of rap  Micheal Jackson is the king of pop  If you also wanna go hard and wanna be the person of first class fame just check out Authenticviews*com and be famous just within days !! yO ~
z13kfpwrhzeuvfavb221yxoj3ynsi5vjo04,0,Warcorpse666,2015-05-26T02:23:11.364000,so spousal abusue cool that&#39;s great﻿
z130druz4w3wdtxpn04cfjjazmugzjtp5i0,0,General Delícia,2015-05-26T01:47:14.557000,she is megan fox?because she is very similar﻿
z13qgndqwtb0c1z0z23qjj5yivq0djqul,0,LEGO_01 AND OBRY,2015-05-26T01:15:53.571000,"Holy crap. 800,000,000 views?!﻿"
z13xxbfocuaewj0jl04cgbcioua2ht0zxjo,0,miguel Leon,2015-05-25T22:52:54.552000,eminem - RIHANNA﻿
z13kch2hprqkjhr5d04cdlwzkpeuwxljhhs,0,MajesticFlyingWhale,2015-05-25T22:38:00.654000,LOVE THIS SONG!!!﻿
z12agrbxiwabvrb2g22pfpcqys2eyrwbd04,0,Candela Camacho,2015-05-25T20:10:45.656000,What nicei⛺♥♥♥♥﻿
z12qidxykke3jnmm522nj3noypyaedja504,0,Destiny Boatley,2015-05-25T15:08:58.329000,I like this song very much﻿
LneaDw26bFuRc-oJgCqkRGDhRb4gOA2s1-Katw83fJI,1,Derek Moya,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?"
z12osrsgan34db4eh223gbwr4urwhzfzv04,0,Hugo Gonzalez,2015-05-25T14:33:19.596000,I love it and my mom to﻿
z133inhqhvzzctc5z04cfdaqcq2uch04fes,0,RusPassingGame,2015-05-25T11:04:16.985000,Who is watching in 2015 like﻿
LneaDw26bFv3qdtt-_26444mTK_vLq39DRUsyxXMKkQ,1,AD OSG,,Please check out my New Song (MUSIC VIDEO) AD - Dont Play
z13rj3tohue0exbkz22iyr3w2rntsfqcm,0,jameel alnozha,2015-05-25T06:01:01.050000,amazing song﻿
LneaDw26bFsY3eyLLIkw8L2IJlhDoVXNDE-9aWVb1s4,1,Derek Moya,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the wood photograph the husky breath? When does the act retain the delightful system? The rhythm fabricates the scintillating harbor."
LneaDw26bFv1OK5quUOMAxJiN8tdhKPRzQMpB13UZpY,1,Jerry White,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?"
LneaDw26bFtw9HLRdHT6M-zQCNCHF7b6j-vqweZRKh0,1,GreenStudioMashups,,check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA
z125ef44tkipszbsq22firvzrwqpi3qdd,0,Andi Arizmendi,2015-05-25T03:30:30.047000,I like it﻿
LneaDw26bFsNCzFDEM6x7-7RjXB5NjguHaB7LJf7qFg,1,dungeonturmoil1 .,,"YO GUYS SORRY IF THIS ANNOYS YOU!!! BUT CHECK OUT MY CHANNEL, AND LATEST VIDEO. A LIKE AND SUBSCRIBE WOULD BE NICE TOO!!!!!!!"
LneaDw26bFtEfMdXUYebOl-nweqjHYVYlY80z53Y4DY,1,Nick Amodei,,"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?"
LneaDw26bFshakV1mr8xdnPsZTs4kKWkL20CH_8-gww,1,George Raps,,"••••►►My name is George and let me tell u EMINEM is my idol my inspiration, I&#39;ve listen to him growing up, I never thou I would love rap this much But I thank him for helping me find my dream. So I rap now and make YouTube videos and yesterday I covered the song Mockingbird it&#39;s in my channel I worked really hard on it and it&#39;s one of my favorite songs of Him. So please go check it out and subscribe it would mean the world to me n sorry for the spam ◄◄••­•• don&#39;t hate I&#39;m not Eminem"
z13gwzgyuqaruxcg304ch5lwdwb0wtiztaw,0,tori strong,2015-05-25T01:56:04.076000,"love the way you lie featuring rhianna, hes an awesome rapper!!! shes an awesome singer!!!﻿"
z12xtnzbxomaglq4k04cfzpwiovxizj5l5o,0,austin green,2015-05-25T01:36:45.928000,Eminem is my insperasen and fav﻿
LneaDw26bFu2MoxKYLTd1zwJ-rs2k3ODQNQUJazVmcU,1,Frozthax,,e.e....everyone could check out my channel.. dundundunnn
z12ai5agdlawczj5x04cfhbr2vuezzvox1s,0,harold_123,2015-05-25T01:03:35.172000,"Every collaboration between them, we know it will be number 1 ﻿"
LneaDw26bFtnG00TCBv-OKXOFCWEyHF4LFGUJv7VHNc,1,Scott Johnson,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the answer rehabilitate the blushing limit? The push depreciateds the steel. How does the beautiful selection edit the range?"
LneaDw26bFvfudvCyyJZYFnbHLToXau89jeMxKEcKTA,1,Scott Johnson,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the view disclose the macho lift? Why does the letter frame the thundering cause? Why does the talk prevent the conscious memory?"
z12lupcjftucw3v0x23ljvuzwpexizp0c,0,Eko Budi wibowo,2015-05-25T00:33:52.340000,good music﻿
LneaDw26bFuUfz6WhRf9xiRHsxHm0t4fXYLbcPhB7Lk,1,Scott Johnson,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  The jelly activates the reflective distribution. The normal top synthesizes the opinion. The victorious plant entertains the language."
LneaDw26bFsHybGKD92nHxbPKLFPvfv-HQtTPXZV1B8,1,Besser Wisser,,if you need youtube subscriber mail hermann buchmair on fb
z13ptttyrxekcdvib04chdepnmqygrnwj4c,0,Domonic gamer,2015-05-24T23:53:16.454000,is it bad that my realtionship is just like this lol﻿
z12tsbvjay3avf04r04cdzegdkftg5cq5xg0k,0,Batman,2015-05-24T21:31:02.726000,This video deserves <b>1B</b> views!!!﻿
z12ddzwatzqijxh5p04cfnc5stnkjhbr3zg0k,0,tommy rincon,2015-05-24T20:59:37.012000,2015 and more....﻿
z12yc35j4vmxyfghs04ch3jhcyukjpqzvbw,0,ferri andrian,2015-05-24T14:32:55.194000,best song ever (y)﻿
z132sv1blzi0xhnld225vncq1niyyhrnr,0,Ben vW,2015-05-24T14:00:01.233000,I could hear this for years ;3﻿
z131c34acoqgwfkz304ccjertpfugxbrezw0k,0,ankit gulekar,2015-05-24T13:18:45.489000,Who is still watching in 2015﻿
z13lgrngavanillud22bxz05tpe0endag04,0,pooperscooper71,2015-05-24T13:13:23.397000,I wish that guy wasn&#39;t so protective geeze﻿
z13ft1vrfyqavjmth23xzt3wumncvb4r204,0,moisi rrudha,2015-05-24T12:38:17.713000,super rihanna﻿
LneaDw26bFu3Z1dDKWlNsmVswLAes4eWImEetoNbAKI,1,The NeedleWork,,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ CHECK OUT MY CHANNEL ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬
LneaDw26bFsgggeU_vbp6eynA9RVJ0qto2OMt6tcgjk,1,deazy99,,"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you"
z12bwhjbwl3twfayl04cjl0bfriocdkauk40k,0,Adan E,2015-05-24T10:33:48.659000,Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿
z13wxrnxjxz3wj3tn22sv33o0xyev5jfa,0,Durgesh Rathod,2015-05-24T09:57:50.220000,fav.﻿
LneaDw26bFsILb1-yJtTNbl7IIOeXIvJxxyU3o-EtR4,1,Yuliya Meow,,"HEY GUYS!!! ❤❤❤❤❤❤❤  BEFORE YOU IGNORE ME, PLEASE, GIVE ME A CHANCE!  My name is Yuliya, I make COVERS. I started getting serious with Youtube September of 2013 because that’s Great challenge to myself. MY DREAM was to become a singer. Youtube helps me keep up! If you can please give me a chance and THUMBS THIS COMMENT UP so more people can see it. I swear I&#39;ll appreciate it. SUBSCRIBE PLEASE!!!  ❤❤❤ LOVE YOU!!! ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ XOXO ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ "
z12uxprwxwalxml0knzuxzxo5nyichlk1,1,Steph C,,Check out this video on YouTube:﻿
z12sd1khsuqegzwrm04cinlxrpj3gfyydnk0k,0,BigBird Larry,2015-05-24T09:48:00.835000,Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿
z12avpyabxyzgdpjm04cj5mhyt22jdcbzow0k,0,Ezequiel Escamilla,2015-05-24T09:45:22.706000,I love your songs eminem your the rap god﻿
LneaDw26bFveIkl-BacAwMBXwQ4Sb4AH7IWbGVvmtB8,1,SnEakiESTG,,SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG   SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG
z13sdfarvyi4trxew23owjhxfsv2zrmgw04,0,BigBird Larry,2015-05-24T09:44:44.694000,I cried this song bringing back some hard memories﻿
LneaDw26bFvomSMK6PblKKPEb52U5F8DKmdq5vbIyNY,1,Æle Skittles,,subcribe to us an we will subscribe back
z12vu5fysyb2vfbar04cex4q5ue2xb25epc0k,0,said abdesalam,2015-05-24T07:35:13.754000,song is bad﻿
LneaDw26bFttCkyddOJEPH8MvdMEkuYK_CTH-fLEm8E,1,lisabelb,,CHECK OUT MY COVER OF LOVE THE WAY YOU LIE PLEASE!!
LneaDw26bFsC5JIEICo3_lSrLloArwbectyGhPF4YeA,1,TheGenieBoy,,check out fantasy music    right here -------&gt; the1fantasy  good music man.
LneaDw26bFtnSSLHdnzuBcuiWsrkKqOQgsyMmAcSnw4,1,Louis Bryant,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the war illustrate the exclusive space? The mountain refers the helpless death. The tax reviews the special music."
LneaDw26bFu6m-EpCDatW1lzUgnvB4uHV9oZhaYe89A,1,Louis Bryant,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The loud authority improves the canvas. When does the mother repair the uppity learning? The substantial cook derives the harbor."
LneaDw26bFtZQLtaItMp2bSQS4mrfYeKiGUTvOg1jrU,1,Louis Bryant,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the burst render the symptomatic bite? The knowledge briefs the narrow thought. How does the eager sky transmit the crush?"
LneaDw26bFvdj1Xw8Fetm_0WMQpBnvqzJ4yzcj0jXgA,1,Louis Bryant,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mammoth waste achieve the shock? How does the limit reduce the delicate minute? How does the meaty scale adapt the oil?"
z120djlhizeksdulo23mj5z52vjmxlhrk04,0,Murlock Nightcrawler,2015-05-24T07:04:29.844000,Charlie from LOST?﻿
z13xebq4mlyqdda4w04chlsyirr2i54pkjg,0,kawaii sincebirth,2015-05-24T06:32:57.969000,"What the hell this song is already five years old?? I remember when it first came out, this was my jam﻿"
LneaDw26bFu5T8bwbIy7eMn91qk-o2L3cJylp6BIwdQ,1,OriginalFreshB,,Check out my channel im 15 year old rapper!
z12ufpawowzutdgvb22gsdiatyi4xf4xq04,0,Victoriaa Hemming,2015-05-24T06:20:53.534000,is that Megan fox﻿
LneaDw26bFu-16wpkbRY_POG-WA_Hnc6J0bNJPD0g-k,1,Marko Vukoja,,wtf. subscribe my channel thanx ;)
LneaDw26bFv6tN6HSeH4Rgiis0rYR8mu_y8Mh8Ck93Y,1,MrCurr3ncY,,Hey check out my channel!!!! Please
z12otb5xdp3bdhwxo04cg5ga3kqvi1erzfw,0,Aniyah Wells,2015-05-24T05:09:00.545000,So he&#39;s admitting he killed his girlfriend???﻿
LneaDw26bFs2NLsTvDF3gXDLwcFi31Wf-kN6cQv8tOs,1,KeithLinscotts,,check out you tube keithlinscotts one word keithlinscotts you tube .com
LneaDw26bFu764_yd9zHEi-XoTcdndpOwC39TdrGSRU,1,Themayerlife,,Check out my mummy chanel!
z12bwpz4rlrjxzkuo22rfpbhfpz1xdluj,0,Ke Vin a.k.a. Righteous,2015-05-24T01:57:20.995000,i want to smack this year boy in to forever﻿
z13pi3zgwsqlitvtb23nzjermmfivrvrl04,0,Shakeema Edwards,2015-05-24T01:27:05.997000,"Charlie, heroin will do that to you.﻿"
LneaDw26bFvJRNWu0ts5Srp6x9BJYYPEHyXnuEF760k,1,Alex Weight-Loss,,Fruits and vegetables give you longer lasting energy for weight loss.  Check out youtube.com/user/36loseweight.
z13cehkhxmugujbdh23ehzcijlfhcr4h204,0,Karen Cervantes,2015-05-24T00:15:08.291000,Love Song﻿
z12dc1xrjv3zgfpfl22pu5dh4va2upijn04,0,faith jones,2015-05-23T23:47:20.885000,Megan Fox is gorg in this!! Eminem is truly the rap god :)﻿
LneaDw26bFtX5RMSmXwiWyM-cpLU5CtNk9C9QQiT9Lc,1,Vincent T.,,RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX)  CLICK! SUBSCRIBE!
z12wgbl4exjaf3xu223jej34rlabtjbkz,1,Rose Bruhns,,Check out this video on YouTube:﻿
LneaDw26bFuWopul-gr37Vv-5semureg7PfAdqw3V5c,1,..xXCoolMultiXx..,,He gets more views but has less subscribers lol
LneaDw26bFssNuHM19vJZwZIDvIkQHDPSkv7woLXuO0,1,ferhan kifle,,Go check out eminem survival.
LneaDw26bFvdvI7rlQIcNpETWIMuWByXcsQPGKS7EVg,1,Chris King,,Hey! I&#39;m a 16 Year old rapper from Texas I don&#39;t rap &quot;PMW&quot; but I promise my music will NOT disappoint.. Search therealchrisking1 to find me and listen to my track &quot;Memory Lane&quot; I just released my 3RD mix-tape &quot;Crown Me&quot; and so far I&#39;ve had nothing but good reviews about it. I&#39;m not asking you to like or subscribe but just 1 view will help me catch my dream. and if you could leave a comment letting me know what you think it would be MUCH appreciated also. Thank you.
LneaDw26bFsEJWfgAAquASY-phBHckFFppU0EKqD-yY,1,Elias Uchiha,,if eminem gets 1 penny per view he would have 600 million dollars
LneaDw26bFtmqnbwore5s5LHQD3cpRwhBYdsz4yXRkM,1,INCRIVELawesome,,Check Out LEANDRUS - PLAYTIME It&#39;s awesoooome !!
z12zcvjo2tbez1mfy23pvjwzckbbcdivp,1,Melody Peace,,Check out this video on YouTube:﻿
LneaDw26bFu1Ru9jx_4ZrghWiGAVmVtFPtTTpL7ihGI,1,deazy99,,"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you"
LneaDw26bFsOYjjXTrDu7GwukppwT8U_8uWaxcdut44,1,Monica Lewis,,Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!   Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!
LneaDw26bFuXMGzeve-9_Piipp0wpaS_5AJyXS2fqJw,1,Kate Mcdermit,,CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere
z13hcfzbesmjhpuzp04ccvzilqvcyj0x3yo0k,0,Vivek Bhardwaj,2015-05-23T22:14:55.993000,amazing song﻿
z12vcv5xuqq4gvpgu04ch5ah3vyqwzphryc0k,0,kissmehk,2015-05-23T19:37:52.240000,:)﻿
z12mt1p4mljosxzto224jzypky2henlbn04,0,Sandeep Singh,2015-05-23T17:51:58.957000,Charlie from LOST﻿
LneaDw26bFviVGu48zFp_sMMENzTpzWdbhRUvgtprCI,1,Dengesiz Adam,,SubScribe me pls EMİNEM FANS
LneaDw26bFtleYKQHQZ7EJNapbBNzTiP3Yzy8i_2Dmc,1,Paiky MC,,dude check out psy
z12tzpcjazigvrodo22dubixisqhfxtuo,0,twe enyss,2015-05-23T16:41:29.823000,"I love this-the talents of eminem and Skylar,works well together﻿"
LneaDw26bFsXWfdCYFbqrDwjflNnbdxcinzjRtW2rzw,1,FreshX,,Share this video.. This song can beat PSY - Gangnam Style!
z12muxdydqnggz0gw04cgldbmvnlhzuxpu40k,0,AreWEFaumos Now,2015-05-23T14:24:32.712000,thumb up if you watching in 2015 and  you like it﻿
LneaDw26bFtNnEGpg7pf921bsfI1m57qBsEWQKlItrk,1,KC Cassette,,Check out my remix to Tyga&#39;s - Molly ft. Whiz Khalifa Peace and love
LneaDw26bFsVCGrj_dxDKFtnhKwpdiPRkVcanAW9w7E,1,markwardist,,Check out my channel please.
LneaDw26bFuM4VU33XXogBzYQDxO-q19BsZLZRAklss,1,Ractive,,"i been working so hard for the past 60 days to improve i been writing/recording/mixing/performing 16 bars everyday im doing it for a whole year(365 days) today i&#39;m on day 60 today i work so hard now i&#39;m doing 2 verses everyday to improve i&#39;m going all the way to 365 PLEASE SUBSCRIBE to my channel  help me build a fan base ,watch me improve,help me get closer to my dream i&#39;m lyrical and i keep it real i won&#39;t leave you down i promise(: PLEASE SUBSCRIBE please like this  commment so people can see"
LneaDw26bFuFItWTKmffBRPA4v3HwunSq-ceF3kwQZ4,1,Juarez Ounfee,, I can&#39;t believe this I just now watched a brand new adult video clip with rihanna She has been screwing a black Basketball player  Check out her video right here if you wish:   crazy-celeb-news.eu.pn
LneaDw26bFsHGo2NsZjHkppLdvkxCkgu3s2nWi99Oa8,1,MrJtill0317,,┏━━━┓┏┓╋┏┓┏━━━┓┏━━━┓┏┓╋╋┏┓  ┃┏━┓┃┃┃╋┃┃┃┏━┓┃┗┓┏┓┃┃┗┓┏┛┃  ┃┗━━┓┃┗━┛┃┃┃╋┃┃╋┃┃┃┃┗┓┗┛┏  ┗━━┓┃┃┏━┓┃┃┗━┛┃╋┃┃┃┃╋┗┓┏┛  ┃┗━┛┃┃┃╋┃┃┃┏━┓┃┏┛┗┛┃╋╋┃┃  ┗━━━┛┗┛╋┗┛┗┛╋┗┛┗━━━┛╋╋┗┛ CHECK MY VIDEOS AND SUBSCRIBE AND LIKE PLZZ
z133sxsrnzbuwbe2o22iizkhvyicd5z0t,0,Sawa Jamal,2015-05-23T12:12:59.082000,Never gets old best song ever  ❤﻿
z13idj4w4yy5g1mx104cd3rwetmew3kq554,0,Fantasy Mysteries,2015-05-23T12:12:16.470000,First they were fighting... Then they were making out...﻿
LneaDw26bFupd-SDZSJybM-YnylZY3yw4Hx0dpG5Ars,1,deazy99,,"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you"
LneaDw26bFua7KQM3MpFFLNg9dDrNznsK0wQXgR61YQ,1,rukshan bieber,,Hey guys please just spent one minute for me:) im a singer from srilanka and im 18 year&#39;s old! SooO I LIKE TO BE GREAT SINGER will be a one day so i hope it would be happen in really my life. Just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream:)! I really know you&#39;d helped me who read this comment he/she can just understand my feeling ! Thanks guys lv u really much more! SUBSCRIBE IT MY CHANNEL AND ONECE AGAIN THANK U !
LneaDw26bFtUEhNudjpH0X1gcH2nF0v4w6dhXurctSU,1,Ashim Limbu,,YO GUYS IM 14 YEAR OLD RAPPER JUST STARTED RAPPING  SO PLEASE CHECK OUT MY SITE AND LEAVE FEEDBACK AND SUBSCRIBE  ALSO LIKE THIS COMMENT SO MORE CAN SEE AND MAKE MY CHANNEL BIG ASWELL
z122j3v55kiwzpqpc04cdxc4elf3zjuir4o,1,Linda Dipilato,,Check out this video on YouTube:﻿
LneaDw26bFuGts11KE-vf8DxNybKxvOCLkkkExJk2pk,1,Honest586,,*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!
z12ywjeyiwu3jdqvq22ptpzpowithfaz204,0,hazem bitar,2015-05-23T10:27:43.205000,I love this song up to the moon &gt;3 you are Rocks!﻿
z12xu1bi1umyxxs2023ejhfpuumozd45n04,0,Ferhad Babayev,2015-05-23T08:55:42.007000,Hello. İ am from Azerbaijan<br />﻿
